title,Token,stopword,stemmed,label
dprd kota bandung setujui raperda pertanggungjawaban apbd     ,"['dprd', 'kota', 'bandung', 'setujui', 'raperda', 'pertanggungjawaban', 'apbd']","['dprd', 'kota', 'setujui', 'raperda', 'pertanggungjawaban', 'apbd']",dprd kota tuju raperda pertanggungjawaban apbd,1
jabar dukung fao kembangkan jalur laluan ikan endemik pada bendungan,"['jabar', 'dukung', 'fao', 'kembangkan', 'jalur', 'laluan', 'ikan', 'endemik', 'pada', 'bendungan']","['jabar', 'dukung', 'fao', 'kembangkan', 'jalur', 'laluan', 'ikan', 'endemik', 'bendungan']",jabar dukung fao kembang jalur lalu ikan endemik bendung,1
berdikari di negeri orang gerindra perjuangkan pelatihan pmi asal jawa timur yang akan berangkat ke luar negeri,"['berdikari', 'di', 'negeri', 'orang', 'gerindra', 'perjuangkan', 'pelatihan', 'pmi', 'asal', 'jawa', 'timur', 'yang', 'akan', 'berangkat', 'ke', 'luar', 'negeri']","['berdikari', 'negeri', 'orang', 'gerindra', 'perjuangkan', 'pelatihan', 'pmi', 'jawa', 'timur', 'berangkat', 'negeri']",berdikari negeri orang gerindra juang latih pmi jawa timur berangkat negeri,1
sarmuji maju pilgub jawa timur disorot kader muda golkar pasang badan,"['sarmuji', 'maju', 'pilgub', 'jawa', 'timur', 'disorot', 'kader', 'muda', 'golkar', 'pasang', 'badan']","['sarmuji', 'maju', 'pilgub', 'jawa', 'timur', 'disorot', 'kader', 'muda', 'golkar', 'pasang', 'badan']",sarmuji maju pilgub jawa timur sorot kader muda golkar pasang badan,0
transformasi pt migas hulu jadi migas utama uu ruzhanul inovasi tingkatkan pad jabar,"['transformasi', 'pt', 'migas', 'hulu', 'jadi', 'migas', 'utama', 'uu', 'ruzhanul', 'inovasi', 'tingkatkan', 'pad', 'jabar']","['transformasi', 'pt', 'migas', 'hulu', 'migas', 'utama', 'uu', 'ruzhanul', 'inovasi', 'tingkatkan', 'pad', 'jabar']",transformasi pt migas hulu migas utama uu ruzhanul inovasi tingkat pad jabar,1
pusat umkm coworking space rancasari naikkan level marketing,"['pusat', 'umkm', 'coworking', 'space', 'rancasari', 'naikkan', 'level', 'marketing']","['pusat', 'umkm', 'coworking', 'space', 'rancasari', 'naikkan', 'level', 'marketing']",pusat umkm coworking space rancasari naik level marketing,1
ridwan kamil kebijakan pusat lewat aplikasi peduli lindungi akan disinkronisasi dengan program pemirsa budima,"['ridwan', 'kamil', 'kebijakan', 'pusat', 'lewat', 'aplikasi', 'peduli', 'lindungi', 'akan', 'disinkronisasi', 'dengan', 'program', 'pemirsa', 'budima']","['ridwan', 'kamil', 'kebijakan', 'pusat', 'aplikasi', 'peduli', 'lindungi', 'disinkronisasi', 'program', 'pemirsa', 'budima']",ridwan kamil bijak pusat aplikasi peduli lindung sinkronisasi program pirsa budima,0
miliki      desa mandiri jumlah desa mandiri di jatim naik signifikan,"['miliki', 'desa', 'mandiri', 'jumlah', 'desa', 'mandiri', 'di', 'jatim', 'naik', 'signifikan']","['miliki', 'desa', 'mandiri', 'desa', 'mandiri', 'jatim', 'signifikan']",milik desa mandiri desa mandiri jatim signifikan,1
kinerja lemot bappeda jawa timur disebut sering gagap regulasi,"['kinerja', 'lemot', 'bappeda', 'jawa', 'timur', 'disebut', 'sering', 'gagap', 'regulasi']","['kinerja', 'lemot', 'bappeda', 'jawa', 'timur', 'gagap', 'regulasi']",kerja lot bappeda jawa timur gagap regulasi,2
urutan ke  hasil survei di jawa timur golkar  ini cambuk di pemilu     ,"['urutan', 'ke', 'hasil', 'survei', 'di', 'jawa', 'timur', 'golkar', 'ini', 'cambuk', 'di', 'pemilu']","['urutan', 'hasil', 'survei', 'jawa', 'timur', 'golkar', 'cambuk', 'pemilu']",urut hasil survei jawa timur golkar cambuk milu,0
ketua dpc pdip garut yudha puja turnawan bantu korban banjir,"['ketua', 'dpc', 'pdip', 'garut', 'yudha', 'puja', 'turnawan', 'bantu', 'korban', 'banjir']","['ketua', 'dpc', 'pdip', 'garut', 'yudha', 'puja', 'turnawan', 'bantu', 'korban', 'banjir']",ketua dpc pdip garut yudha puja turnawan bantu korban banjir,1
wali kota bandung minta optimalisasi kanal media sosial,"['wali', 'kota', 'bandung', 'minta', 'optimalisasi', 'kanal', 'media', 'sosial']","['wali', 'kota', 'optimalisasi', 'kanal', 'media', 'sosial']",wali kota optimalisasi kanal media sosial,0
pemkot bandung dan bssn teken kerja sama pemanfaatan sertifikat elektronik,"['pemkot', 'bandung', 'dan', 'bssn', 'teken', 'kerja', 'sama', 'pemanfaatan', 'sertifikat', 'elektronik']","['pemkot', 'bssn', 'teken', 'kerja', 'pemanfaatan', 'sertifikat', 'elektronik']",pemkot bssn teken kerja manfaat sertifikat elektronik,1
kasad jenderal dudung abdurachman minta smsi kembangkan jurnalisme jujur,"['kasad', 'jenderal', 'dudung', 'abdurachman', 'minta', 'smsi', 'kembangkan', 'jurnalisme', 'jujur']","['kasad', 'jenderal', 'dudung', 'abdurachman', 'smsi', 'kembangkan', 'jurnalisme', 'jujur']",kasad jenderal dudung abdurachman smsi kembang jurnalisme jujur,1
warga melawan tnu lanud mulyono nekat eksekusi puluhan rumah purnawirawan di surabaya,"['warga', 'melawan', 'tnu', 'lanud', 'mulyono', 'nekat', 'eksekusi', 'puluhan', 'rumah', 'purnawirawan', 'di', 'surabaya']","['warga', 'melawan', 'tnu', 'lanud', 'mulyono', 'nekat', 'eksekusi', 'puluhan', 'rumah', 'purnawirawan', 'surabaya']",warga lawan tnu lanud mulyono nekat eksekusi puluh rumah purnawirawan surabaya,2
jabar gencarkan penanaman jutaan bibit mangrove di pesisir utara,"['jabar', 'gencarkan', 'penanaman', 'jutaan', 'bibit', 'mangrove', 'di', 'pesisir', 'utara']","['jabar', 'gencarkan', 'penanaman', 'jutaan', 'bibit', 'mangrove', 'pesisir', 'utara']",jabar gencar tanam juta bibit mangrove pesisir utara,1
sekdaprov jawa timur definitif dilantik gus fawait terima kasih pj sekdaprov wahid wahyudi,"['sekdaprov', 'jawa', 'timur', 'definitif', 'dilantik', 'gus', 'fawait', 'terima', 'kasih', 'pj', 'sekdaprov', 'wahid', 'wahyudi']","['sekdaprov', 'jawa', 'timur', 'definitif', 'dilantik', 'gus', 'fawait', 'terima', 'kasih', 'pj', 'sekdaprov', 'wahid', 'wahyudi']",sekdaprov jawa timur definitif lantik gus fawait terima kasih pj sekdaprov wahid wahyudi,1
ridwan kamil pkk adalah benteng keluarga,"['ridwan', 'kamil', 'pkk', 'adalah', 'benteng', 'keluarga']","['ridwan', 'kamil', 'pkk', 'benteng', 'keluarga']",ridwan kamil pkk benteng keluarga,0
rajin dukung program kehutanan di jatim sahat tua simanjuntak raih penghargaan nirwasita tantra,"['rajin', 'dukung', 'program', 'kehutanan', 'di', 'jatim', 'sahat', 'tua', 'simanjuntak', 'raih', 'penghargaan', 'nirwasita', 'tantra']","['rajin', 'dukung', 'program', 'kehutanan', 'jatim', 'sahat', 'tua', 'simanjuntak', 'raih', 'penghargaan', 'nirwasita', 'tantra']",rajin dukung program hutan jatim sahat tua simanjuntak raih harga nirwasita tantra,1
   summit press conference dukungan nyata pemprov jabar,"['summit', 'press', 'conference', 'dukungan', 'nyata', 'pemprov', 'jabar']","['summit', 'press', 'conference', 'dukungan', 'nyata', 'pemprov', 'jabar']",summit press conference dukung nyata pemprov jabar,1
krisis figur tokoh saatnya tokoh muda golkar tampil di pilgub jawa timur,"['krisis', 'figur', 'tokoh', 'saatnya', 'tokoh', 'muda', 'golkar', 'tampil', 'di', 'pilgub', 'jawa', 'timur']","['krisis', 'figur', 'tokoh', 'tokoh', 'muda', 'golkar', 'tampil', 'pilgub', 'jawa', 'timur']",krisis figur tokoh tokoh muda golkar tampil pilgub jawa timur,0
kerahkan    ribu kader di puncak harlah pkb jawa timur target menang muhaimin iskandar di pilpres     ,"['kerahkan', 'ribu', 'kader', 'di', 'puncak', 'harlah', 'pkb', 'jawa', 'timur', 'target', 'menang', 'muhaimin', 'iskandar', 'di', 'pilpres']","['kerahkan', 'ribu', 'kader', 'puncak', 'harlah', 'pkb', 'jawa', 'timur', 'target', 'menang', 'muhaimin', 'iskandar', 'pilpres']",kerah ribu kader puncak harlah pkb jawa timur target menang muhaimin iskandar pilpres,1
mau pergi ke area publik di jawa timur inilah syaratnya,"['mau', 'pergi', 'ke', 'area', 'publik', 'di', 'jawa', 'timur', 'inilah', 'syaratnya']","['pergi', 'area', 'publik', 'jawa', 'timur', 'syaratnya']",pergi area publik jawa timur syarat,0
hidupkan ekonomi tki saat ibadah haji gus fawait kami apresiasi menteri agama,"['hidupkan', 'ekonomi', 'tki', 'saat', 'ibadah', 'haji', 'gus', 'fawait', 'kami', 'apresiasi', 'menteri', 'agama']","['hidupkan', 'ekonomi', 'tki', 'ibadah', 'haji', 'gus', 'fawait', 'apresiasi', 'menteri', 'agama']",hidup ekonomi tki ibadah haji gus fawait apresiasi menteri agama,1
wali kota bandung ingatkan taat prokes saat mpls dan ptm,"['wali', 'kota', 'bandung', 'ingatkan', 'taat', 'prokes', 'saat', 'mpls', 'dan', 'ptm']","['wali', 'kota', 'ingatkan', 'taat', 'prokes', 'mpls', 'ptm']",wali kota ingat taat prokes mpls ptm,0
ridwan kamil pastikan sistem pelayanan jemaah haji jabar maksimal,"['ridwan', 'kamil', 'pastikan', 'sistem', 'pelayanan', 'jemaah', 'haji', 'jabar', 'maksimal']","['ridwan', 'kamil', 'pastikan', 'sistem', 'pelayanan', 'jemaah', 'haji', 'jabar', 'maksimal']",ridwan kamil pasti sistem layan jemaah haji jabar maksimal,1
simulasi pilgub duet khofifahfawait tempel ketat khofifah emil di pilgub jatim,"['simulasi', 'pilgub', 'duet', 'khofifahfawait', 'tempel', 'ketat', 'khofifah', 'emil', 'di', 'pilgub', 'jatim']","['simulasi', 'pilgub', 'duet', 'khofifahfawait', 'tempel', 'ketat', 'khofifah', 'emil', 'pilgub', 'jatim']",simulasi pilgub duet khofifahfawait tempel ketat khofifah emil pilgub jatim,0
pengurus ika uninus          dilantik rektor berharap bisa bersinergi,"['pengurus', 'ika', 'uninus', 'dilantik', 'rektor', 'berharap', 'bisa', 'bersinergi']","['pengurus', 'ika', 'uninus', 'dilantik', 'rektor', 'berharap', 'bersinergi']",urus ika uninus lantik rektor harap sinergi,1
wagub jabar ingatkan penanganan stunting tetap skala prioritas,"['wagub', 'jabar', 'ingatkan', 'penanganan', 'stunting', 'tetap', 'skala', 'prioritas']","['wagub', 'jabar', 'ingatkan', 'penanganan', 'stunting', 'skala', 'prioritas']",wagub jabar ingat tangan stunting skala prioritas,1
alumni lemhanas soroti soal khilafah yang mengancam ideolgi nkri,"['alumni', 'lemhanas', 'soroti', 'soal', 'khilafah', 'yang', 'mengancam', 'ideolgi', 'nkri']","['alumni', 'lemhanas', 'soroti', 'khilafah', 'mengancam', 'ideolgi', 'nkri']",alumni lemhanas sorot khilafah ancam ideolgi nkri,2
pemprov jabar sediakan smasmk gratis di kota bandung dan cimahi cek syaratnya sekarang,"['pemprov', 'jabar', 'sediakan', 'smasmk', 'gratis', 'di', 'kota', 'bandung', 'dan', 'cimahi', 'cek', 'syaratnya', 'sekarang']","['pemprov', 'jabar', 'sediakan', 'smasmk', 'gratis', 'kota', 'cimahi', 'cek', 'syaratnya']",pemprov jabar sedia smasmk gratis kota cimahi cek syarat,0
ridwan kamil berikan bantuan pendidikan untuk anak yatim alika putri,"['ridwan', 'kamil', 'berikan', 'bantuan', 'pendidikan', 'untuk', 'anak', 'yatim', 'alika', 'putri']","['ridwan', 'kamil', 'bantuan', 'pendidikan', 'anak', 'yatim', 'alika', 'putri']",ridwan kamil bantu didik anak yatim alika putri,1
kasus asusila di kabupaten malang meningkat tajamlegislator agusdono mengaku prihatin,"['kasus', 'asusila', 'di', 'kabupaten', 'malang', 'meningkat', 'tajamlegislator', 'agusdono', 'mengaku', 'prihatin']","['asusila', 'kabupaten', 'malang', 'meningkat', 'tajamlegislator', 'agusdono', 'mengaku', 'prihatin']",asusila kabupaten malang tingkat tajamlegislator agusdono aku prihatin,2
ridwan kamil ajak ikaptk wujudkan pembangunan jabar juara,"['ridwan', 'kamil', 'ajak', 'ikaptk', 'wujudkan', 'pembangunan', 'jabar', 'juara']","['ridwan', 'kamil', 'ajak', 'ikaptk', 'wujudkan', 'pembangunan', 'jabar', 'juara']",ridwan kamil ajak ikaptk wujud bangun jabar juara,1
fraksifraksi di dprd jabar tanggapi pertanggungjawaban apbd     ,"['fraksifraksi', 'di', 'dprd', 'jabar', 'tanggapi', 'pertanggungjawaban', 'apbd']","['fraksifraksi', 'dprd', 'jabar', 'tanggapi', 'pertanggungjawaban', 'apbd']",fraksifraksi dprd jabar tanggap pertanggungjawaban apbd,0
bandung jadi kota terbaik untuk pelajar di indonesia,"['bandung', 'jadi', 'kota', 'terbaik', 'untuk', 'pelajar', 'di', 'indonesia']","['kota', 'terbaik', 'pelajar', 'indonesia']",kota baik ajar indonesia,1
humas kota bandung gelar podcast di pasar kreatif tsm,"['humas', 'kota', 'bandung', 'gelar', 'podcast', 'di', 'pasar', 'kreatif', 'tsm']","['humas', 'kota', 'gelar', 'podcast', 'pasar', 'kreatif', 'tsm']",humas kota gelar podcast pasar kreatif tsm,1
sportourism bangkitkan pertumbuhan ekonomi kota bandung,"['sportourism', 'bangkitkan', 'pertumbuhan', 'ekonomi', 'kota', 'bandung']","['sportourism', 'bangkitkan', 'pertumbuhan', 'ekonomi', 'kota']",sportourism bangkit tumbuh ekonomi kota,1
fenomena citayam fashion week menular ke daerah rohani butuh pengakuan eksistensi dari pemerintah,"['fenomena', 'citayam', 'fashion', 'week', 'menular', 'ke', 'daerah', 'rohani', 'butuh', 'pengakuan', 'eksistensi', 'dari', 'pemerintah']","['fenomena', 'citayam', 'fashion', 'week', 'menular', 'daerah', 'rohani', 'butuh', 'pengakuan', 'eksistensi', 'pemerintah']",fenomena citayam fashion week tular daerah rohani butuh aku eksistensi perintah,1
pergelaran flash mob angklung pukau warga amerika serikat,"['pergelaran', 'flash', 'mob', 'angklung', 'pukau', 'warga', 'amerika', 'serikat']","['pergelaran', 'flash', 'mob', 'angklung', 'pukau', 'warga', 'amerika', 'serikat']",gelar flash mob angklung pukau warga amerika serikat,0
di tengah gempuran angkutan online iwan bule siap bantu selesaikan persoalan organda jabar,"['di', 'tengah', 'gempuran', 'angkutan', 'online', 'iwan', 'bule', 'siap', 'bantu', 'selesaikan', 'persoalan', 'organda', 'jabar']","['gempuran', 'angkutan', 'online', 'iwan', 'bule', 'bantu', 'selesaikan', 'organda', 'jabar']",gempur angkut online iwan bule bantu selesai organda jabar,1
zero apbd kolaborasi jadi solusi sosial ekonomi kelurahan tamansari,"['zero', 'apbd', 'kolaborasi', 'jadi', 'solusi', 'sosial', 'ekonomi', 'kelurahan', 'tamansari']","['zero', 'apbd', 'kolaborasi', 'solusi', 'sosial', 'ekonomi', 'kelurahan', 'tamansari']",zero apbd kolaborasi solusi sosial ekonomi lurah tamansari,1
smsi jawa barat kembali gelar rakerda kabupaten bekasi jadi tuan rumah,"['smsi', 'jawa', 'barat', 'kembali', 'gelar', 'rakerda', 'kabupaten', 'bekasi', 'jadi', 'tuan', 'rumah']","['smsi', 'jawa', 'barat', 'gelar', 'rakerda', 'kabupaten', 'bekasi', 'tuan', 'rumah']",smsi jawa barat gelar rakerda kabupaten bekas tuan rumah,0
ridwan kamil ktt    dengan pesan perdamaian jadi lokomotif pemuda indonesia bangun masa depan,"['ridwan', 'kamil', 'ktt', 'dengan', 'pesan', 'perdamaian', 'jadi', 'lokomotif', 'pemuda', 'indonesia', 'bangun', 'masa', 'depan']","['ridwan', 'kamil', 'ktt', 'pesan', 'perdamaian', 'lokomotif', 'pemuda', 'indonesia', 'bangun']",ridwan kamil ktt pesan damai lokomotif pemuda indonesia bangun,1
ridwan kamil ikuti kejuaraan tenis meja adhyaksa open     ,"['ridwan', 'kamil', 'ikuti', 'kejuaraan', 'tenis', 'meja', 'adhyaksa', 'open']","['ridwan', 'kamil', 'ikuti', 'kejuaraan', 'tenis', 'meja', 'adhyaksa', 'open']",ridwan kamil ikut juara tenis meja adhyaksa open,0
pemerintah siapkan    ribu titik pantau pemotongan hewan qurban di jawa timur,"['pemerintah', 'siapkan', 'ribu', 'titik', 'pantau', 'pemotongan', 'hewan', 'qurban', 'di', 'jawa', 'timur']","['pemerintah', 'siapkan', 'ribu', 'titik', 'pantau', 'pemotongan', 'hewan', 'qurban', 'jawa', 'timur']",perintah siap ribu titik pantau potong hewan qurban jawa timur,1
pembangunan masjid raya aljabbar sudah capai    persen,"['pembangunan', 'masjid', 'raya', 'aljabbar', 'sudah', 'capai', 'persen']","['pembangunan', 'masjid', 'raya', 'aljabbar', 'capai', 'persen']",bangun masjid raya aljabbar capai persen,1
wakil ketua dprd kota bandung ade supriadi wafat yana berduka,"['wakil', 'ketua', 'dprd', 'kota', 'bandung', 'ade', 'supriadi', 'wafat', 'yana', 'berduka']","['wakil', 'ketua', 'dprd', 'kota', 'ade', 'supriadi', 'wafat', 'yana', 'berduka']",wakil ketua dprd kota ade supriadi wafat yana duka,2
kota bandung siap jadi tuan rumah liga ibl playoff musim     ,"['kota', 'bandung', 'siap', 'jadi', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim']","['kota', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim']",kota tuan rumah liga ibl playoff musim,1
rumah seni ropih pelopor penjual lukisan di braga,"['rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'di', 'braga']","['rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'braga']",rumah seni ropih pelopor jual lukis braga,1
jawa barat raih dua penghargaan nasional prestasi kompetensi pemerintahan,"['jawa', 'barat', 'raih', 'dua', 'penghargaan', 'nasional', 'prestasi', 'kompetensi', 'pemerintahan']","['jawa', 'barat', 'raih', 'penghargaan', 'nasional', 'prestasi', 'kompetensi', 'pemerintahan']",jawa barat raih harga nasional prestasi kompetensi perintah,1
kementerian hukum dan ham canangkan pariwisata berbasis ham di jawa barat,"['kementerian', 'hukum', 'dan', 'ham', 'canangkan', 'pariwisata', 'berbasis', 'ham', 'di', 'jawa', 'barat']","['kementerian', 'hukum', 'ham', 'canangkan', 'pariwisata', 'berbasis', 'ham', 'jawa', 'barat']",menteri hukum ham canang pariwisata bas ham jawa barat,1
danpussiad brigjen tni iroth beri bimbingan teknis media siber,"['danpussiad', 'brigjen', 'tni', 'iroth', 'beri', 'bimbingan', 'teknis', 'media', 'siber']","['danpussiad', 'brigjen', 'tni', 'iroth', 'bimbingan', 'teknis', 'media', 'siber']",danpussiad brigjen tni iroth bimbing teknis media siber,0
uu ruzhanul ulum harganas momentum perkokoh hakikat sebuah keluarga,"['uu', 'ruzhanul', 'ulum', 'harganas', 'momentum', 'perkokoh', 'hakikat', 'sebuah', 'keluarga']","['uu', 'ruzhanul', 'ulum', 'harganas', 'momentum', 'perkokoh', 'hakikat', 'keluarga']",uu ruzhanul ulum harganas momentum kokoh hakikat keluarga,1
buruan sae kecamatan ujungberung bantu ekonomi warga,"['buruan', 'sae', 'kecamatan', 'ujungberung', 'bantu', 'ekonomi', 'warga']","['buruan', 'sae', 'kecamatan', 'ujungberung', 'bantu', 'ekonomi', 'warga']",buru sae camat ujungberung bantu ekonomi warga,1
ridwan kamil jenguk jemaah haji jabar yang sakit stroke,"['ridwan', 'kamil', 'jenguk', 'jemaah', 'haji', 'jabar', 'yang', 'sakit', 'stroke']","['ridwan', 'kamil', 'jenguk', 'jemaah', 'haji', 'jabar', 'sakit', 'stroke']",ridwan kamil jenguk jemaah haji jabar sakit stroke,1
ridwan kamil sudah selesaikan tugas sebagai amirul hajj jabar,"['ridwan', 'kamil', 'sudah', 'selesaikan', 'tugas', 'sebagai', 'amirul', 'hajj', 'jabar']","['ridwan', 'kamil', 'selesaikan', 'tugas', 'amirul', 'hajj', 'jabar']",ridwan kamil selesai tugas amirul hajj jabar,1
dprd kota bandung minta rsud benahi fasilitas kesehatan,"['dprd', 'kota', 'bandung', 'minta', 'rsud', 'benahi', 'fasilitas', 'kesehatan']","['dprd', 'kota', 'rsud', 'benahi', 'fasilitas', 'kesehatan']",dprd kota rsud benah fasilitas sehat,2
program buruan sae kecamatan ujungberung membantu ekonomi warga,"['program', 'buruan', 'sae', 'kecamatan', 'ujungberung', 'membantu', 'ekonomi', 'warga']","['program', 'buruan', 'sae', 'kecamatan', 'ujungberung', 'membantu', 'ekonomi', 'warga']",program buru sae camat ujungberung bantu ekonomi warga,1
komisi   dukung pengembangan kreasi seni pencak silat,"['komisi', 'dukung', 'pengembangan', 'kreasi', 'seni', 'pencak', 'silat']","['komisi', 'dukung', 'pengembangan', 'kreasi', 'seni', 'pencak', 'silat']",komisi dukung kembang kreasi seni pencak silat,1
hujan meteor bakal lintasi langit kota bandung juli     ,"['hujan', 'meteor', 'bakal', 'lintasi', 'langit', 'kota', 'bandung', 'juli']","['hujan', 'meteor', 'lintasi', 'langit', 'kota', 'juli']",hujan meteor lintas langit kota juli,0
dugaan korupsi bantuan operasional sekolah kejari periksa     kepsek,"['dugaan', 'korupsi', 'bantuan', 'operasional', 'sekolah', 'kejari', 'periksa', 'kepsek']","['dugaan', 'korupsi', 'bantuan', 'operasional', 'sekolah', 'kejari', 'periksa', 'kepsek']",duga korupsi bantu operasional sekolah kejar periksa kepsek,2
protes hasil muscab pengurus dpac geruduk kantor dpd demokrat jabar,"['protes', 'hasil', 'muscab', 'pengurus', 'dpac', 'geruduk', 'kantor', 'dpd', 'demokrat', 'jabar']","['protes', 'hasil', 'muscab', 'pengurus', 'dpac', 'geruduk', 'kantor', 'dpd', 'demokrat', 'jabar']",protes hasil muscab urus dpac geruduk kantor dpd demokrat jabar,2
sabet green leadership terbaik mgp puji kinerja bupati bandung,"['sabet', 'green', 'leadership', 'terbaik', 'mgp', 'puji', 'kinerja', 'bupati', 'bandung']","['sabet', 'green', 'leadership', 'terbaik', 'mgp', 'puji', 'kinerja', 'bupati']",sabet green leadership baik mgp puji kerja bupati,1
dprd berharap ikapi dorong kemajuan kota bandung,"['dprd', 'berharap', 'ikapi', 'dorong', 'kemajuan', 'kota', 'bandung']","['dprd', 'berharap', 'ikapi', 'dorong', 'kemajuan', 'kota']",dprd harap ikapi dorong maju kota,1
puluhan massa koalisi anti korupsi geruduk bpk ri perwakilan jabar,"['puluhan', 'massa', 'koalisi', 'anti', 'korupsi', 'geruduk', 'bpk', 'ri', 'perwakilan', 'jabar']","['puluhan', 'massa', 'koalisi', 'anti', 'korupsi', 'geruduk', 'bpk', 'ri', 'perwakilan', 'jabar']",puluh massa koalisi anti korupsi geruduk bpk ri wakil jabar,2
sekretariat ikwi jabar diresmikan siap dukung pelaksanaan programprogram strategis,"['sekretariat', 'ikwi', 'jabar', 'diresmikan', 'siap', 'dukung', 'pelaksanaan', 'programprogram', 'strategis']","['sekretariat', 'ikwi', 'jabar', 'diresmikan', 'dukung', 'pelaksanaan', 'programprogram', 'strategis']",sekretariat ikwi jabar resmi dukung laksana programprogram strategis,1
dkpp musnahkan ratusan kilo jeroan sapi dan domba kurban,"['dkpp', 'musnahkan', 'ratusan', 'kilo', 'jeroan', 'sapi', 'dan', 'domba', 'kurban']","['dkpp', 'musnahkan', 'ratusan', 'kilo', 'jeroan', 'sapi', 'domba', 'kurban']",dkpp musnah ratus kilo jeroan sapi domba kurban,2
rapat dengan bapenda ini yang disampaikan komisi  dprd kota bandung,"['rapat', 'dengan', 'bapenda', 'ini', 'yang', 'disampaikan', 'komisi', 'dprd', 'kota', 'bandung']","['rapat', 'bapenda', 'komisi', 'dprd', 'kota']",rapat bapenda komisi dprd kota,0
pemkot bandung kembali gelar pasar kreatif di   pusat perbelanjaan,"['pemkot', 'bandung', 'kembali', 'gelar', 'pasar', 'kreatif', 'di', 'pusat', 'perbelanjaan']","['pemkot', 'gelar', 'pasar', 'kreatif', 'pusat', 'perbelanjaan']",pemkot gelar pasar kreatif pusat belanja,1
harus di coba tiga tempat makan paling populer di sekitar pasar cihapit,"['harus', 'di', 'coba', 'tiga', 'tempat', 'makan', 'paling', 'populer', 'di', 'sekitar', 'pasar', 'cihapit']","['coba', 'makan', 'populer', 'pasar', 'cihapit']",coba makan populer pasar cihapit,0
kabar duka wakil ketua dprd kota bandung ade supriadi meninggal dunia,"['kabar', 'duka', 'wakil', 'ketua', 'dprd', 'kota', 'bandung', 'ade', 'supriadi', 'meninggal', 'dunia']","['kabar', 'duka', 'wakil', 'ketua', 'dprd', 'kota', 'ade', 'supriadi', 'meninggal', 'dunia']",kabar duka wakil ketua dprd kota ade supriadi tinggal dunia,2
fraksi demokrat siap dukung program kerja knpi kota bandung,"['fraksi', 'demokrat', 'siap', 'dukung', 'program', 'kerja', 'knpi', 'kota', 'bandung']","['fraksi', 'demokrat', 'dukung', 'program', 'kerja', 'knpi', 'kota']",fraksi demokrat dukung program kerja knpi kota,1
sekjen pdip sebut pemikiran bung karno menyatu dalam bumi marhaenis,"['sekjen', 'pdip', 'sebut', 'pemikiran', 'bung', 'karno', 'menyatu', 'dalam', 'bumi', 'marhaenis']","['sekjen', 'pdip', 'pemikiran', 'karno', 'menyatu', 'bumi', 'marhaenis']",sekjen pdip pikir karno satu bumi marhaenis,1
safari politik entang suryaman partai demokrat punya kesamaan visi dengan dpp agotax,"['safari', 'politik', 'entang', 'suryaman', 'partai', 'demokrat', 'punya', 'kesamaan', 'visi', 'dengan', 'dpp', 'agotax']","['safari', 'politik', 'entang', 'suryaman', 'partai', 'demokrat', 'kesamaan', 'visi', 'dpp', 'agotax']",safari politik entang suryaman partai demokrat sama visi dpp agotax,1
pencegahan stunting jadi perhatian di harganas,"['pencegahan', 'stunting', 'jadi', 'perhatian', 'di', 'harganas']","['pencegahan', 'stunting', 'perhatian', 'harganas']",cegah stunting perhati harganas,1
yuk belajar sejarah di museum kota bandung untuk habiskan liburan sekolah,"['yuk', 'belajar', 'sejarah', 'di', 'museum', 'kota', 'bandung', 'untuk', 'habiskan', 'liburan', 'sekolah']","['yuk', 'belajar', 'sejarah', 'museum', 'kota', 'habiskan', 'liburan', 'sekolah']",yuk ajar sejarah museum kota habis libur sekolah,0
dprd jabar kawal program demplot pertanian di indramayu,"['dprd', 'jabar', 'kawal', 'program', 'demplot', 'pertanian', 'di', 'indramayu']","['dprd', 'jabar', 'kawal', 'program', 'demplot', 'pertanian', 'indramayu']",dprd jabar kawal program demplot tani indramayu,1
trisa purwati terima kasih kepada pak wali atas kunjungan dan bantuan yang diberikan,"['trisa', 'purwati', 'terima', 'kasih', 'kepada', 'pak', 'wali', 'atas', 'kunjungan', 'dan', 'bantuan', 'yang', 'diberikan']","['trisa', 'purwati', 'terima', 'kasih', 'wali', 'kunjungan', 'bantuan']",trisa purwati terima kasih wali kunjung bantu,1
kasad jenderal dudung abdurachman minta smsi teruskan kembangkan jurnalisme jujur,"['kasad', 'jenderal', 'dudung', 'abdurachman', 'minta', 'smsi', 'teruskan', 'kembangkan', 'jurnalisme', 'jujur']","['kasad', 'jenderal', 'dudung', 'abdurachman', 'smsi', 'teruskan', 'kembangkan', 'jurnalisme', 'jujur']",kasad jenderal dudung abdurachman smsi terus kembang jurnalisme jujur,1
ringkus dua buronan korupsi pt pos indonesia mgp puji kinerja kejari bandung,"['ringkus', 'dua', 'buronan', 'korupsi', 'pt', 'pos', 'indonesia', 'mgp', 'puji', 'kinerja', 'kejari', 'bandung']","['ringkus', 'buronan', 'korupsi', 'pt', 'pos', 'indonesia', 'mgp', 'puji', 'kinerja', 'kejari']",ringkus buron korupsi pt pos indonesia mgp puji kerja kejar,2
